 Pvap bin lower limit [log10(Cstar)], Pvap bin upper limit [log10(Cstar)], Time [s], Kh [M/atm], MW [g/mol], Yield (SOA), Yield (total), Atomic O/C ratio, Atomic H/C ratio, Atomic N/C ratio, Precursor [ppb]                                                                                                               
-4,-3,49954.70313,1.77966E+15,113.7076915,1.84E-02,2.323887905,0.613930186,1.215267974,3.81E-06,111.1086055
-3,-2,49954.70313,9.79E+17,123.205784,1.23E-03,0.574243674,0.312175494,0.867722003,2.62E-03,111.1086055
-2,-1,49954.70313,4.03E+17,130.2697476,1.07E-03,0.672981337,0.632472133,0.946115428,5.26E-02,111.1086055
-1,0,49954.70313,1.19507E+14,100.7754618,6.66E-02,1.99138867,0.809830884,1.858114056,3.80E-03,111.1086055
0,1,49954.70313,4.79712E+14,144.969343,0.126446079,0.230112258,0.694267351,1.193510829,3.92E-03,111.1086055
1,2,49954.70313,9.66648E+13,132.715552,0.367263595,4.45150325,0.956302082,1.433479553,2.37E-03,111.1086055
2,3,49954.70313,1.40833E+15,128.1469285,1.64E-02,6.011950143,0.860712893,1.206885961,1.06E-03,111.1086055
3,4,49954.70313,1.67E+17,137.9126024,0.282005528,1.765245213,0.74067099,1.163432392,4.29E-02,111.1086055
4,5,49954.70313,3.68946E+13,79.00324095,1.03E-02,0.552738418,1.487419971,1.004758801,8.82E-03,111.1086055
5,6,49954.70313,27903978793,115.6257216,3.83E-04,6.76E-02,1.121000697,1.252113153,5.17E-04,111.1086055
6,7,49954.70313,3.01692E+12,191.7841844,6.45E-04,9.42E-03,2.690356843,0.854517547,0.471844199,111.1086055
7,8,49954.70313,2384784.464,196.9829673,8.39E-04,9.99E-04,1.371936197,1.383377446,0.172304292,111.1086055
8,9,49954.70313,1937402.045,196.9055035,1.09E-05,2.45E-05,1.836308901,1.387310714,0.139475011,111.1086055
9,10,49954.70313,991228.715,194.2919711,0,0,1.59996271,1.195241294,1.69E-03,111.1086055
-10,-9,50255.62891,0,0,0,0,0,0,0,110.6542146
-9,-8,50255.62891,2E+15,179.1046137,0,0,1.400000035,1.399999771,0,110.6542146
-8,-7,50255.62891,2.57243E+16,164.1086197,0,0,1.203039772,1.394678537,4.32E-15,110.6542146
-7,-6,50255.62891,7.17499E+15,144.6671548,1.18E-04,3.309471786,0.465032481,1.150172518,8.34E-03,110.6542146
-6,-5,50255.62891,4.27761E+15,124.4212899,0,1.04613766,0.291791609,1.143173511,5.25E-04,110.6542146
-5,-4,50255.62891,7.82674E+15,106.5146886,6.46E-03,3.938300468,0.156382712,0.862991318,4.02E-04,110.6542146
-4,-3,50255.62891,1.76687E+15,113.7032546,1.87E-02,2.341109922,0.614048832,1.215416411,3.77E-06,110.6542146
-3,-2,50255.62891,9.78E+17,123.2346494,1.27E-03,0.575835298,0.31274631,0.868014631,2.65E-03,110.6542146
-2,-1,50255.62891,4.00E+17,130.2439304,1.11E-03,0.676357247,0.633204452,0.946370987,5.32E-02,110.6542146
-1,0,50255.62891,1.18162E+14,100.4809063,6.74E-02,1.989519342,0.810140537,1.865360778,3.75E-03,110.6542146
0,1,50255.62891,4.90462E+14,144.3805226,0.124040326,0.229301146,0.691207439,1.189648652,3.98E-03,110.6542146
1,2,50255.62891,9.69555E+13,132.7115866,0.366754992,4.445864988,0.957479962,1.43461977,2.39E-03,110.6542146
2,3,50255.62891,1.44233E+15,128.1327449,1.64E-02,6.000177403,0.861113494,1.206880474,1.06E-03,110.6542146
3,4,50255.62891,1.67E+17,138.3545986,0.291053384,1.782512604,0.743854525,1.16341354,4.33E-02,110.6542146
4,5,50255.62891,3.56826E+13,78.88588315,1.04E-02,0.555044298,1.487790009,1.004767153,8.58E-03,110.6542146
5,6,50255.62891,27920545802,115.5083544,3.94E-04,6.82E-02,1.122271065,1.251401819,5.30E-04,110.6542146
6,7,50255.62891,2.9164E+12,191.5074748,6.57E-04,9.45E-03,2.686527319,0.858205991,0.468052732,110.6542146
7,8,50255.62891,2383487.049,197.0915362,8.50E-04,1.01E-03,1.372798057,1.383414212,0.172544663,110.6542146
8,9,50255.62891,1920694.454,197.4043448,1.15E-05,2.56E-05,1.837754658,1.385791975,0.141755172,110.6542146
9,10,50255.62891,991078.1665,194.2973881,0,0,1.599961298,1.195170492,1.71E-03,110.6542146
-10,-9,50556.55469,0,0,0,0,0,0,0,110.2074244
-9,-8,50556.55469,2E+15,179.1046135,0,0,1.400000036,1.399999766,0,110.2074244
-8,-7,50556.55469,2.6974E+16,164.1638008,0,0,1.203206931,1.394385895,4.56E-15,110.2074244
-7,-6,50556.55469,7.16414E+15,144.6888925,1.22E-04,3.261471121,0.465191931,1.150213161,8.38E-03,110.2074244
-6,-5,50556.55469,4.43938E+15,124.4343859,0,1.029161863,0.29205194,1.143196837,5.48E-04,110.2074244
-5,-4,50556.55469,8.00041E+15,106.5190925,6.45E-03,3.924759002,0.156567172,0.863116628,3.98E-04,110.2074244
-4,-3,50556.55469,1.75419E+15,113.6990048,1.91E-02,2.357643968,0.614163851,1.215559928,3.73E-06,110.2074244
-3,-2,50556.55469,9.78E+17,123.2635311,1.30E-03,0.577335026,0.3133183,0.868307064,2.68E-03,110.2074244
-2,-1,50556.55469,3.96E+17,130.2188145,1.15E-03,0.679499071,0.633936552,0.946619893,5.38E-02,110.2074244
-1,0,50556.55469,1.16813E+14,100.1876875,6.82E-02,1.98741817,0.810424436,1.87251312,3.70E-03,110.2074244
0,1,50556.55469,5.00564E+14,143.8047316,0.121696972,0.228532515,0.688199561,1.185863695,4.04E-03,110.2074244
1,2,50556.55469,9.72056E+13,132.7042256,0.36619855,4.439509205,0.958659716,1.435739204,2.42E-03,110.2074244
2,3,50556.55469,1.47605E+15,128.1189244,1.63E-02,5.988235387,0.861497419,1.206875386,1.06E-03,110.2074244
3,4,50556.55469,1.68E+17,138.7901727,0.300114484,1.799526364,0.746937505,1.16338994,4.37E-02,110.2074244
4,5,50556.55469,3.45189E+13,78.77314675,1.06E-02,0.557255707,1.488145392,1.004774765,8.35E-03,110.2074244
5,6,50556.55469,27602997061,115.4008806,4.04E-04,6.87E-02,1.123503049,1.250742021,5.43E-04,110.2074244
6,7,50556.55469,2.81699E+12,191.2280892,6.69E-04,9.48E-03,2.6826614,0.861917398,0.464234358,110.2074244
7,8,50556.55469,2380802.483,197.2014999,8.61E-04,1.02E-03,1.373654836,1.383446087,0.172782836,110.2074244
8,9,50556.55469,1903478.649,197.9176849,1.22E-05,2.67E-05,1.839240627,1.384218847,0.144101283,110.2074244
9,10,50556.55469,990918.1058,194.3031144,0,0,1.599959809,1.195095043,1.74E-03,110.2074244
-10,-9,50857.48047,0,0,0,0,0,0,0,109.7681746
-9,-8,50857.48047,2E+15,179.1046132,0,0,1.400000037,1.399999761,0,109.7681746
-8,-7,50857.48047,2.82865E+16,164.2217507,0,0,1.203382479,1.394078572,4.80E-15,109.7681746
-7,-6,50857.48047,7.14969E+15,144.7101079,1.26E-04,3.215112383,0.465345659,1.150253341,8.42E-03,109.7681746
-6,-5,50857.48047,4.60602E+15,124.4478296,0,1.012364429,0.292319736,1.14322069,5.71E-04,109.7681746
-5,-4,50857.48047,8.17232E+15,106.5232219,6.44E-03,3.911450983,0.156745191,0.86324054,3.93E-04,109.7681746
-4,-3,50857.48047,1.74156E+15,113.6949992,1.94E-02,2.373678437,0.61427423,1.215697226,3.70E-06,109.7681746
-3,-2,50857.48047,9.77E+17,123.2924566,1.34E-03,0.578745789,0.313890896,0.86859881,2.70E-03,109.7681746
-2,-1,50857.48047,3.92E+17,130.1976135,1.19E-03,0.682630345,0.634602721,0.946869082,5.44E-02,109.7681746
-1,0,50857.48047,1.15464E+14,99.89725102,6.90E-02,1.985137875,0.810693013,1.879550212,3.64E-03,109.7681746
0,1,50857.48047,5.10396E+14,143.2423354,0.119415763,0.227805795,0.685249026,1.18216016,4.10E-03,109.7681746
1,2,50857.48047,9.74173E+13,132.6935086,0.365596558,4.432474994,0.959838447,1.436836282,2.44E-03,109.7681746
2,3,50857.48047,1.50942E+15,128.1056467,1.63E-02,5.976431869,0.861862019,1.206870153,1.06E-03,109.7681746
3,4,50857.48047,1.68E+17,139.218597,0.309176497,1.816289977,0.749912841,1.163362649,4.41E-02,109.7681746
4,5,50857.48047,3.34023E+13,78.6649322,1.07E-02,0.559368872,1.488486503,1.004781719,8.13E-03,109.7681746
5,6,50857.48047,26813063554,115.2883962,4.15E-04,6.92E-02,1.124675586,1.250085873,5.57E-04,109.7681746
6,7,50857.48047,2.7238E+12,190.943871,6.82E-04,9.50E-03,2.678675834,0.865671284,0.460367335,109.7681746
7,8,50857.48047,2377075.401,197.3148355,8.71E-04,1.03E-03,1.374564135,1.383484171,0.173048878,109.7681746
8,9,50857.48047,1885763.819,198.4455563,1.29E-05,2.78E-05,1.840767298,1.382591544,0.146512864,109.7681746
9,10,50857.48047,990759.0862,194.3089184,0,0,1.599958287,1.195020693,1.77E-03,109.7681746
-10,-9,51158.40625,0,0,0,0,0,0,0,109.3367359
-9,-8,51158.40625,2E+15,179.104613,0,0,1.400000038,1.399999756,0,109.3367359
-8,-7,51158.40625,2.96341E+16,164.2812528,0,0,1.20356273,1.393763024,5.05E-15,109.3367359
-7,-6,51158.40625,7.13377E+15,144.7308196,1.29E-04,3.170365489,0.465494576,1.150292845,8.46E-03,109.3367359
-6,-5,51158.40625,4.77674E+15,124.4615846,0,0.995724019,0.292594244,1.143244809,5.94E-04,109.3367359
-5,-4,51158.40625,8.34223E+15,106.5275052,6.43E-03,3.898415133,0.156922655,0.863364162,3.88E-04,109.3367359
-4,-3,51158.40625,1.72905E+15,113.6911361,1.97E-02,2.388898521,0.614381917,1.21583068,3.67E-06,109.3367359
-3,-2,51158.40625,9.77E+17,123.321284,1.37E-03,0.580073582,0.314462557,0.868889293,2.74E-03,109.3367359
-2,-1,51158.40625,3.89E+17,130.1770215,1.23E-03,0.685512225,0.635280377,0.947105412,5.51E-02,109.3367359
-1,0,51158.40625,1.14113E+14,99.60901053,6.98E-02,1.982701579,0.810936382,1.886471421,3.58E-03,109.3367359
0,1,51158.40625,5.19654E+14,142.6933631,0.117196502,0.227118529,0.682356959,1.178539672,4.16E-03,109.3367359
1,2,51158.40625,9.75852E+13,132.6794201,0.364952985,4.424812168,0.961016318,1.437910503,2.46E-03,109.3367359
2,3,51158.40625,1.5424E+15,128.092824,1.62E-02,5.964605276,0.862208686,1.20686521,1.06E-03,109.3367359
3,4,51158.40625,1.68E+17,139.6405636,0.31822843,1.832771831,0.752788352,1.163330529,4.45E-02,109.3367359
4,5,51158.40625,3.23292E+13,78.56089186,1.08E-02,0.561384268,1.488814304,1.004788039,7.92E-03,109.3367359
5,6,51158.40625,27405720537,115.1878323,4.26E-04,6.96E-02,1.125817416,1.249485218,5.71E-04,109.3367359
6,7,51158.40625,2.6322E+12,190.659017,6.94E-04,9.53E-03,2.67466738,0.869426255,0.456487117,109.3367359
7,8,51158.40625,2372884.684,197.4224874,8.81E-04,1.04E-03,1.375424935,1.383519636,0.173293746,109.3367359
8,9,51158.40625,1867546.897,198.9878694,1.36E-05,2.90E-05,1.842334235,1.380910359,0.148989936,109.3367359
9,10,51158.40625,990598.6895,194.3148557,0,0,1.59995672,1.194946138,1.80E-03,109.3367359
-10,-9,51459.33203,0,0,0,0,0,0,0,108.9133691
-9,-8,51459.33203,2E+15,179.1046127,0,0,1.400000038,1.399999751,0,108.9133691
-8,-7,51459.33203,3.11108E+16,164.346452,0,0,1.20376024,1.393417266,5.30E-15,108.9133691
-7,-6,51459.33203,7.10713E+15,144.751213,1.33E-04,3.127167322,0.465635764,1.150333149,8.49E-03,108.9133691
-6,-5,51459.33203,4.95216E+15,124.4757,0,0.979228134,0.292876084,1.143269559,6.19E-04,108.9133691
-5,-4,51459.33203,8.5099E+15,106.5314272,6.42E-03,3.885623459,0.157092142,0.863485846,3.83E-04,108.9133691
-4,-3,51459.33203,1.71622E+15,113.6874936,2.00E-02,2.40378111,0.614483961,1.215957234,3.64E-06,108.9133691
-3,-2,51459.33203,9.77E+17,123.3500139,1.41E-03,0.581324218,0.315033575,0.869178285,2.77E-03,108.9133691
-2,-1,51459.33203,3.85E+17,130.1544922,1.27E-03,0.688087845,0.635926466,0.947321802,5.58E-02,108.9133691
-1,0,51459.33203,1.12766E+14,99.32295807,7.05E-02,1.979992975,0.811156832,1.893294538,3.52E-03,108.9133691
0,1,51459.33203,5.28737E+14,142.1578648,0.115038786,0.226468651,0.679523857,1.175003953,4.21E-03,108.9133691
1,2,51459.33203,9.77158E+13,132.6619665,0.364271703,4.416570518,0.962192955,1.438961287,2.49E-03,108.9133691
2,3,51459.33203,1.57493E+15,128.0804829,1.61E-02,5.952912747,0.86253628,1.206860486,1.06E-03,108.9133691
3,4,51459.33203,1.68E+17,140.0560628,0.327255265,1.848959925,0.755566245,1.16329265,4.49E-02,108.9133691
4,5,51459.33203,3.12973E+13,78.46076345,1.09E-02,0.563309654,1.489129562,1.004793708,7.72E-03,108.9133691
5,6,51459.33203,27929760737,115.0936117,4.37E-04,7.01E-02,1.126922004,1.248923235,5.84E-04,108.9133691
6,7,51459.33203,2.5411E+12,190.3722378,7.06E-04,9.55E-03,2.670615883,0.873209086,0.452586454,108.9133691
7,8,51459.33203,2365305.233,197.5282495,8.91E-04,1.05E-03,1.376338224,1.383570891,0.173571684,108.9133691
8,9,51459.33203,1848821.518,199.5449008,1.44E-05,3.01E-05,1.843942395,1.379174439,0.151533611,108.9133691
9,10,51459.33203,990451.5573,194.3205808,0,0,1.599955177,1.194879225,1.83E-03,108.9133691
-10,-9,51760.25781,0,0,0,0,0,0,0,108.4982747
-9,-8,51760.25781,2E+15,179.1046124,0,0,1.400000039,1.399999745,0,108.4982747
-8,-7,51760.25781,3.26704E+16,164.4153138,0,0,1.203968847,1.393052092,5.54E-15,108.4982747
-7,-6,51760.25781,7.07553E+15,144.771188,1.36E-04,3.085493575,0.465771376,1.150373343,8.53E-03,108.4982747
-6,-5,51760.25781,5.13127E+15,124.4901298,0,0.962864427,0.293164398,1.143294747,6.44E-04,108.4982747
-5,-4,51760.25781,8.6751E+15,106.53525,6.41E-03,3.87308574,0.157257183,0.863606163,3.78E-04,108.4982747
-4,-3,51760.25781,1.7037E+15,113.6840463,2.03E-02,2.417870716,0.614583105,1.216079557,3.61E-06,108.4982747
-3,-2,51760.25781,9.76E+17,123.3786239,1.44E-03,0.582499217,0.315602756,0.869465038,2.80E-03,108.4982747
-2,-1,51760.25781,3.81E+17,130.1401231,1.31E-03,0.690800981,0.636567432,0.947543499,5.64E-02,108.4982747
-1,0,51760.25781,1.11416E+14,99.04049128,7.13E-02,1.977230887,0.811362093,1.899967522,3.46E-03,108.4982747
0,1,51760.25781,5.37793E+14,141.6357689,0.112939376,0.22585303,0.676753823,1.171555025,4.26E-03,108.4982747
1,2,51760.25781,9.78007E+13,132.6410921,0.363550482,4.407775251,0.963365015,1.439985938,2.51E-03,108.4982747
2,3,51760.25781,1.60695E+15,128.0686029,1.61E-02,5.941256678,0.862845484,1.206855984,1.06E-03,108.4982747
3,4,51760.25781,1.68E+17,140.4654094,0.336237243,1.864814461,0.758250755,1.163248091,4.53E-02,108.4982747
4,5,51760.25781,3.03031E+13,78.36416992,1.10E-02,0.565161719,1.489433319,1.004798613,7.52E-03,108.4982747
5,6,51760.25781,27802546109,115.003199,4.48E-04,7.05E-02,1.127986589,1.248388675,5.98E-04,108.4982747
6,7,51760.25781,2.45666E+12,190.0816072,7.18E-04,9.56E-03,2.666460444,0.877018613,0.448651758,108.4982747
7,8,51760.25781,2358977.277,197.638525,9.00E-04,1.06E-03,1.377265681,1.383615319,0.173850746,108.4982747
8,9,51760.25781,1829598.744,200.1163901,1.52E-05,3.14E-05,1.845590995,1.377384846,0.154142503,108.4982747
9,10,51760.25781,990312.1621,194.3262192,0,0,1.599953636,1.194816965,1.85E-03,108.4982747
-10,-9,52061.18359,0,0,0,0,0,0,0,108.0914427
-9,-8,52061.18359,2E+15,179.1046121,0,0,1.40000004,1.399999739,0,108.0914427
-8,-7,52061.18359,3.43297E+16,164.4885747,0,0,1.204190781,1.392663593,5.79E-15,108.0914427
-7,-6,52061.18359,7.03748E+15,144.7909006,1.40E-04,3.045289486,0.465901441,1.150413924,8.56E-03,108.0914427
-6,-5,52061.18359,5.31503E+15,124.504908,0,0.946630476,0.293460001,1.143320441,6.69E-04,108.0914427
-5,-4,52061.18359,8.83775E+15,106.5388594,6.39E-03,3.860811307,0.157416306,0.863724702,3.72E-04,108.0914427
-4,-3,52061.18359,1.69103E+15,113.6807328,2.06E-02,2.431350436,0.614678499,1.216197102,3.59E-06,108.0914427
-3,-2,52061.18359,9.76E+17,123.4069676,1.47E-03,0.583606383,0.316168167,0.869748292,2.83E-03,108.0914427
-2,-1,52061.18359,3.77E+17,130.123755,1.35E-03,0.693180667,0.637188818,0.947733876,5.71E-02,108.0914427
-1,0,52061.18359,1.10072E+14,98.76089678,7.19E-02,1.974297483,0.81154124,1.906520006,3.39E-03,108.0914427
0,1,52061.18359,5.46301E+14,141.1271649,0.110900619,0.225271395,0.674048541,1.168195171,4.31E-03,108.0914427
1,2,52061.18359,9.78436E+13,132.616917,0.362797464,4.398490207,0.964533322,1.440985266,2.54E-03,108.0914427
2,3,52061.18359,1.6384E+15,128.0572795,1.60E-02,5.929828248,0.863134652,1.206851483,1.05E-03,108.0914427
3,4,52061.18359,1.68E+17,140.8670121,0.345168273,1.880400689,0.760827153,1.163197748,4.57E-02,108.0914427
4,5,52061.18359,2.93461E+13,78.27109972,1.11E-02,0.566927994,1.489725665,1.00480288,7.33E-03,108.0914427
5,6,52061.18359,27817687844,114.9091137,4.60E-04,7.09E-02,1.129002167,1.247858942,6.12E-04,108.0914427
6,7,52061.18359,2.37112E+12,189.7920531,7.30E-04,9.58E-03,2.662320461,0.880819947,0.44472562,108.0914427
7,8,52061.18359,2348806.069,197.7445053,9.09E-04,1.07E-03,1.378210362,1.383672199,0.174148856,108.0914427
8,9,52061.18359,1809875.327,200.702252,1.60E-05,3.26E-05,1.847279678,1.375541918,0.156816698,108.0914427
9,10,52061.18359,990163.9753,194.3321595,0,0,1.599952017,1.194750496,1.88E-03,108.0914427
-10,-9,52362.10938,0,0,0,0,0,0,0,107.6933043
-9,-8,52362.10938,2E+15,179.1046118,0,0,1.400000041,1.399999732,0,107.6933043
-8,-7,52362.10938,3.60657E+16,164.5652203,0,0,1.204422971,1.392257153,6.03E-15,107.6933043
-7,-6,52362.10938,6.99566E+15,144.8102648,1.43E-04,3.006540007,0.466026841,1.150454379,8.60E-03,107.6933043
-6,-5,52362.10938,5.50366E+15,124.5200479,0,0.930495116,0.293763216,1.143346619,6.95E-04,107.6933043
-5,-4,52362.10938,8.99793E+15,106.5421181,6.37E-03,3.848787326,0.157567583,0.863841107,3.66E-04,107.6933043
-4,-3,52362.10938,1.67831E+15,113.6776567,2.09E-02,2.444447467,0.614768659,1.216307986,3.57E-06,107.6933043
-3,-2,52362.10938,9.75E+17,123.4350854,1.50E-03,0.584647985,0.316729652,0.870027717,2.86E-03,107.6933043
-2,-1,52362.10938,3.73E+17,130.1082582,1.39E-03,0.695409985,0.637794436,0.947913242,5.78E-02,107.6933043
-1,0,52362.10938,1.0873E+14,98.48470957,7.26E-02,1.971183483,0.81170529,1.912944842,3.33E-03,107.6933043
0,1,52362.10938,5.53696E+14,140.632029,0.108918982,0.224720286,0.671409631,1.164924184,4.36E-03,107.6933043
1,2,52362.10938,9.78408E+13,132.5893526,0.362014002,4.388738469,0.965695987,1.441956896,2.56E-03,107.6933043
2,3,52362.10938,1.66922E+15,128.0464716,1.59E-02,5.918633655,0.863403926,1.206847166,1.05E-03,107.6933043
3,4,52362.10938,1.68E+17,141.2627543,0.354028836,1.895631486,0.763319354,1.163139434,4.61E-02,107.6933043
4,5,52362.10938,2.84233E+13,78.18123175,1.12E-02,0.56861667,1.490007488,1.004806491,7.15E-03,107.6933043
5,6,52362.10938,27422909743,114.8150443,4.71E-04,7.12E-02,1.129975913,1.247343862,6.26E-04,107.6933043
6,7,52362.10938,2.28948E+12,189.500894,7.41E-04,9.59E-03,2.658129239,0.884624962,0.440788432,107.6933043
7,8,52362.10938,2338619.316,197.8497992,9.18E-04,1.08E-03,1.379153405,1.383728513,0.174446643,107.6933043
8,9,52362.10938,1789642.291,201.3029411,1.69E-05,3.39E-05,1.849009958,1.373644197,0.159557842,107.6933043
9,10,52362.10938,990026.5818,194.3379368,0,0,1.599950415,1.194690294,1.90E-03,107.6933043
-10,-9,52663.03516,0,0,0,0,0,0,0,107.3039496
-9,-8,52663.03516,2E+15,179.1046115,0,0,1.400000042,1.399999726,0,107.3039496
-8,-7,52663.03516,3.79014E+16,164.6462628,0,0,1.204668482,1.391827403,6.27E-15,107.3039496
-7,-6,52663.03516,6.94852E+15,144.8293706,1.46E-04,2.969198303,0.466147393,1.150495081,8.63E-03,107.3039496
-6,-5,52663.03516,5.69719E+15,124.5355637,0,0.914451588,0.294074164,1.143373362,7.22E-04,107.3039496
-5,-4,52663.03516,9.1549E+15,106.545647,6.36E-03,3.837060451,0.157719241,0.863956706,3.60E-04,107.3039496
-4,-3,52663.03516,1.66554E+15,113.67475,2.12E-02,2.456927886,0.614854989,1.216413943,3.56E-06,107.3039496
-3,-2,52663.03516,9.75E+17,123.4631056,1.53E-03,0.585633095,0.317291443,0.870305997,2.89E-03,107.3039496
-2,-1,52663.03516,3.68E+17,130.0930947,1.43E-03,0.697470427,0.638345139,0.948068948,5.86E-02,107.3039496
-1,0,52663.03516,1.07392E+14,98.21219981,7.32E-02,1.967973145,0.811848913,1.919223333,3.26E-03,107.3039496
0,1,52663.03516,5.61265E+14,140.1501319,0.106994211,0.224197069,0.668837431,1.161743952,4.40E-03,107.3039496
1,2,52663.03516,9.77961E+13,132.5584514,0.361201005,4.37856801,0.96685156,1.442900022,2.58E-03,107.3039496
2,3,52663.03516,1.6992E+15,128.0363903,1.58E-02,5.908244779,0.863647305,1.206842322,1.05E-03,107.3039496
3,4,52663.03516,1.68E+17,141.6518615,0.362803247,1.910488267,0.765715743,1.163072659,4.66E-02,107.3039496
4,5,52663.03516,2.75333E+13,78.09443808,1.13E-02,0.570225355,1.490279201,1.004809525,6.98E-03,107.3039496
5,6,52663.03516,27469548032,114.7173641,4.83E-04,7.15E-02,1.130904424,1.246830846,6.41E-04,107.3039496
6,7,52663.03516,2.21E+12,189.2095935,7.53E-04,9.60E-03,2.653916042,0.888426875,0.436853441,107.3039496
7,8,52663.03516,2326056.215,197.9508949,9.27E-04,1.09E-03,1.380118837,1.383797668,0.174766037,107.3039496
8,9,52663.03516,1768908.914,201.9181323,1.78E-05,3.51E-05,1.850780855,1.371692983,0.162364597,107.3039496
9,10,52663.03516,989877.406,194.3440963,0,0,1.599948718,1.194624331,1.93E-03,107.3039496
-10,-9,52963.96484,0,0,0,0,0,0,0,106.9231682
-9,-8,52963.96484,2E+15,179.1046111,0,0,1.400000043,1.399999719,0,106.9231682
-8,-7,52963.96484,3.98213E+16,164.7310265,0,0,1.204925268,1.391377926,6.51E-15,106.9231682
-7,-6,52963.96484,6.89823E+15,144.8482655,1.49E-04,2.933209269,0.466264518,1.15053583,8.66E-03,106.9231682
-6,-5,52963.96484,5.8954E+15,124.5514445,0,0.898509578,0.294392676,1.143400598,7.49E-04,106.9231682
-5,-4,52963.96484,9.30875E+15,106.5488208,6.34E-03,3.825584605,0.157862762,0.864069626,3.54E-04,106.9231682
-4,-3,52963.96484,1.65295E+15,113.6720165,2.15E-02,2.468748321,0.614938036,1.216515308,3.54E-06,106.9231682
-3,-2,52963.96484,9.74E+17,123.4908357,1.56E-03,0.586561683,0.317847837,0.870579565,2.92E-03,106.9231682
-2,-1,52963.96484,3.64E+17,130.084479,1.47E-03,0.699649056,0.638890419,0.948225859,5.93E-02,106.9231682
-1,0,52963.96484,1.06065E+14,97.94447212,7.38E-02,1.964682315,0.81197805,1.925345786,3.19E-03,106.9231682
0,1,52963.96484,5.68378E+14,139.6814619,0.105125621,0.223700783,0.666335584,1.158655799,4.44E-03,106.9231682
1,2,52963.96484,9.77E+13,132.5243548,0.360363888,4.368019724,0.967997949,1.443813816,2.60E-03,106.9231682
2,3,52963.96484,1.72861E+15,128.0266985,1.57E-02,5.897526753,0.86387658,1.206838085,1.04E-03,106.9231682
3,4,52963.96484,1.68E+17,142.0326286,0.371482476,1.925037284,0.768006014,1.162999319,4.70E-02,106.9231682
4,5,52963.96484,2.66758E+13,78.01069544,1.14E-02,0.571760794,1.490540897,1.004811885,6.81E-03,106.9231682
5,6,52963.96484,26259760218,114.6602981,4.95E-04,7.19E-02,1.131852247,1.246458488,6.55E-04,106.9231682
6,7,52963.96484,2.13436E+12,188.9185185,7.65E-04,9.61E-03,2.649676191,0.892215076,0.432927575,106.9231682
7,8,52963.96484,2313140.113,198.0566502,9.35E-04,1.10E-03,1.381108947,1.383863003,0.175094646,106.9231682
8,9,52963.96484,1747679.893,202.5476803,1.87E-05,3.65E-05,1.852591903,1.369688895,0.165236302,106.9231682
9,10,52963.96484,989728.4056,194.3503473,0,0,1.599946986,1.194558967,1.96E-03,106.9231682
-10,-9,53264.89063,0,0,0,0,0,0,0,106.551341
-9,-8,53264.89063,2E+15,179.1046108,0,0,1.400000044,1.399999711,0,106.551341
-8,-7,53264.89063,4.19156E+16,164.8234881,0,0,1.205205375,1.390887634,6.74E-15,106.551341
-7,-6,53264.89063,6.83769E+15,144.8670848,1.52E-04,2.898534007,0.466375765,1.150577767,8.70E-03,106.551341
-6,-5,53264.89063,6.09795E+15,124.5676979,0,0.88263027,0.294718514,1.143428483,7.77E-04,106.551341
-5,-4,53264.89063,9.45925E+15,106.5517993,6.32E-03,3.814382939,0.158000206,0.864180228,3.47E-04,106.551341
-4,-3,53264.89063,1.64031E+15,113.6694124,2.17E-02,2.4800529,0.615016988,1.2166117,3.53E-06,106.551341
-3,-2,53264.89063,9.74E+17,123.5182136,1.59E-03,0.587439921,0.318399938,0.870848801,2.96E-03,106.551341
-2,-1,53264.89063,3.60E+17,130.0730564,1.51E-03,0.701490257,0.63942527,0.948343617,6.00E-02,106.551341
-1,0,53264.89063,1.04743E+14,97.68051064,7.44E-02,1.961310337,0.812084595,1.931322752,3.12E-03,106.551341
0,1,53264.89063,5.75089E+14,139.2262354,0.103312208,0.223227821,0.66390269,1.155659159,4.48E-03,106.551341
1,2,53264.89063,9.75622E+13,132.4870563,0.359505294,4.357133587,0.969136266,1.444698277,2.63E-03,106.551341
2,3,53264.89063,1.75707E+15,128.0176825,1.56E-02,5.887607465,0.864079522,1.206833508,1.04E-03,106.551341
3,4,53264.89063,1.68E+17,142.4066423,0.380055113,1.939228662,0.770204309,1.16291678,4.74E-02,106.551341
4,5,53264.89063,2.58481E+13,77.92971297,1.15E-02,0.573230223,1.490793464,1.004813681,6.64E-03,106.551341
5,6,53264.89063,26496641379,114.5785626,5.07E-04,7.22E-02,1.132729191,1.246021655,6.70E-04,106.551341
6,7,53264.89063,2.0589E+12,188.6287834,7.76E-04,9.61E-03,2.645453419,0.895984617,0.429022552,106.551341
7,8,53264.89063,2297833.773,198.1587523,9.43E-04,1.11E-03,1.382095475,1.383934038,0.17542901,106.551341
8,9,53264.89063,1725943.247,203.1918759,1.97E-05,3.78E-05,1.854443918,1.367630916,0.168174459,106.551341
9,10,53264.89063,989585.4458,194.3565404,0,0,1.59994525,1.194497289,1.98E-03,106.551341
-10,-9,53565.81641,0,0,0,0,0,0,0,106.1885282
-9,-8,53565.81641,2E+15,179.1046104,0,0,1.400000046,1.399999703,0,106.1885282
-8,-7,53565.81641,4.41283E+16,164.9211744,0,0,1.205501313,1.390369645,6.97E-15,106.1885282
