 Pvap bin lower limit [log10(Cstar)], Pvap bin upper limit [log10(Cstar)], Time [s], Kh [M/atm], MW [g/mol], Yield (SOA), Yield (total), Atomic O/C ratio, Atomic H/C ratio, Atomic N/C ratio, Precursor [ppb]                                                                                                               
7,8,19561.18555,5013463.212,374.2260322,0,0,3.181690902,0.80305169,0.793896961,149.9422762
8,9,19561.18555,29709.6844,133.3253383,0,0,1.267098207,0.997558417,6.91E-03,149.9422762
9,10,19561.18555,619935.7676,198.2870328,0,0,1.6,0.971045643,7.63E-02,149.9422762
-10,-9,19862.11133,0,0,0,0,0,0,0,149.9422762
-9,-8,19862.11133,8.99968E+15,147.0642098,0,0,1.499995366,0.750030122,0,149.9422762
-8,-7,19862.11133,9.63E+17,197.8069229,0,0,2.113369422,0.794350886,5.20E-08,149.9422762
-7,-6,19862.11133,3.00901E+14,140.13619,0,0,0.428571763,1.142857014,5.42E-14,149.9422762
-6,-5,19862.11133,7.50E+17,120.6054017,0,0,0.926112776,0.854314753,7.52E-09,149.9422762
-5,-4,19862.11133,5.63532E+11,123.1272491,0,0,0.797301173,0.70064331,9.96E-02,149.9422762
-4,-3,19862.11133,2.67508E+11,114.0990775,0,0,0.600000066,1.199999967,7.29E-10,149.9422762
-3,-2,19862.11133,8.10E+17,127.229714,0,0,0.611080188,0.884303581,6.33E-02,149.9422762
-2,-1,19862.11133,2.06377E+16,195.6204843,0,0,0.719592104,0.853192781,0.279389289,149.9422762
-1,0,19862.11133,3.19989E+15,119.1855082,0,0,0.681304019,1.194361784,1.70E-03,149.9422762
0,1,19862.11133,3.8012E+13,60.35120499,0,0,0.379395121,1.960470078,3.27E-03,149.9422762
1,2,19862.11133,1.37426E+13,98.90779048,0,0,0.837232865,1.045806199,3.87E-03,149.9422762
2,3,19862.11133,2.35448E+13,99.59602901,0,0,1.719160295,1.046688653,7.62E-04,149.9422762
3,4,19862.11133,40792633.51,119.1952727,0,0,1.474995422,1.30395172,6.48E-03,149.9422762
4,5,19862.11133,4.82752E+14,132.102821,0,0,1.323412787,1.031741427,0.128301879,149.9422762
5,6,19862.11133,61166040.93,119.1054123,0,0,1.333497819,1.665973682,0.333197665,149.9422762
6,7,19862.11133,1999309.564,210.024133,0,0,2.999486983,0.666921336,0.666418045,149.9422762
7,8,19862.11133,5013251.349,374.2543601,0,0,3.181967275,0.803005622,0.793989086,149.9422762
8,9,19862.11133,16790.20183,120.1749068,0,0,1.298279574,1.309403776,3.81E-03,149.9422762
9,10,19862.11133,618085.8794,198.3074316,0,0,1.6,0.969931253,7.67E-02,149.9422762
-10,-9,20163.03711,0,0,0,0,0,0,0,149.9422762
-9,-8,20163.03711,8.99968E+15,147.0641887,0,0,1.499995432,0.750029692,0,149.9422762
-8,-7,20163.03711,9.63E+17,197.8039149,0,0,2.113167233,0.794549042,5.08E-08,149.9422762
-7,-6,20163.03711,3.00902E+14,140.13619,0,0,0.428571764,1.142857014,5.44E-14,149.9422762
-6,-5,20163.03711,7.50E+17,120.6094885,0,0,0.925948188,0.854272522,7.49E-09,149.9422762
-5,-4,20163.03711,5.61507E+11,123.2724168,0,0,0.802887587,0.699307434,0.10043633,149.9422762
-4,-3,20163.03711,2.67389E+11,114.0990775,0,0,0.600000066,1.199999967,7.29E-10,149.9422762
-3,-2,20163.03711,8.05E+17,127.3704726,0,0,0.620032406,0.885048585,6.50E-02,149.9422762
-2,-1,20163.03711,2.07561E+16,195.6066313,0,0,0.719622642,0.853169535,0.279354479,149.9422762
-1,0,20163.03711,3.1833E+15,119.1822257,0,0,0.681170997,1.194372272,1.74E-03,149.9422762
0,1,20163.03711,3.79954E+13,60.36060105,0,0,0.379584869,1.960242772,3.25E-03,149.9422762
1,2,20163.03711,1.37629E+13,98.91030842,0,0,0.837458785,1.045873923,3.89E-03,149.9422762
2,3,20163.03711,2.37295E+13,99.66874786,0,0,1.716952947,1.047055715,7.60E-04,149.9422762
3,4,20163.03711,40845637.58,119.1807481,0,0,1.473986432,1.303834061,6.49E-03,149.9422762
4,5,20163.03711,4.83553E+14,132.2131719,0,0,1.323071899,1.031842704,0.128562983,149.9422762
5,6,20163.03711,61177831.65,119.1057821,0,0,1.333499926,1.665964066,0.333195693,149.9422762
6,7,20163.03711,1999311.199,210.0242237,0,0,2.99948749,0.666921046,0.666418468,149.9422762
7,8,20163.03711,5013043.857,374.2820489,0,0,3.182237414,0.802960594,0.794079132,149.9422762
8,9,20163.03711,24374.59957,127.9506199,0,0,1.280688191,1.126053175,5.93E-03,149.9422762
9,10,20163.03711,618109.6509,198.3071695,0,0,1.6,0.969945573,7.67E-02,149.9422762
-10,-9,20463.96289,0,0,0,0,0,0,0,149.9422762
-9,-8,20463.96289,8.99968E+15,147.0641676,0,0,1.499995498,0.750029264,0,149.9422762
-8,-7,20463.96289,9.63E+17,197.8016533,0,0,2.112924325,0.794761755,4.95E-08,149.9422762
-7,-6,20463.96289,3.00903E+14,140.13619,0,0,0.428571764,1.142857014,5.46E-14,149.9422762
-6,-5,20463.96289,7.50E+17,120.6135258,0,0,0.925785501,0.854230692,7.46E-09,149.9422762
-5,-4,20463.96289,5.59533E+11,123.4139683,0,0,0.808334844,0.698004833,0.101265266,149.9422762
-4,-3,20463.96289,2.67309E+11,114.0990775,0,0,0.600000066,1.199999967,7.28E-10,149.9422762
-3,-2,20463.96289,7.99E+17,127.5108228,0,0,0.628958629,0.885791422,6.67E-02,149.9422762
-2,-1,20463.96289,2.08744E+16,195.5927266,0,0,0.719652891,0.853146313,0.279319568,149.9422762
-1,0,20463.96289,3.16588E+15,119.1773101,0,0,0.681023259,1.194394423,1.79E-03,149.9422762
0,1,20463.96289,3.7979E+13,60.370383,0,0,0.379780553,1.960013615,3.24E-03,149.9422762
1,2,20463.96289,1.37826E+13,98.91257458,0,0,0.837673606,1.045939499,3.90E-03,149.9422762
2,3,20463.96289,2.39087E+13,99.73926961,0,0,1.714811561,1.047411844,7.58E-04,149.9422762
3,4,20463.96289,40896724.37,119.1663335,0,0,1.472990693,1.303718263,6.50E-03,149.9422762
4,5,20463.96289,4.84336E+14,132.3211279,0,0,1.322738432,1.031941611,0.128818348,149.9422762
5,6,20463.96289,61189182.48,119.1061515,0,0,1.333502008,1.665954605,0.33319376,149.9422762
6,7,20463.96289,1999312.949,210.0243197,0,0,2.999488082,0.666920714,0.666418931,149.9422762
7,8,20463.96289,5012840.292,374.3091574,0,0,3.18250189,0.802916509,0.794167291,149.9422762
8,9,20463.96289,8882.6523,112.1177614,0,0,1.31726591,1.50031792,1.88E-03,149.9422762
9,10,20463.96289,619195.4079,198.2951968,0,0,1.6,0.970599643,7.65E-02,149.9422762
-10,-9,20764.88867,0,0,0,0,0,0,0,149.9422762
-9,-8,20764.88867,8.99969E+15,147.0641466,0,0,1.499995563,0.750028838,0,149.9422762
-8,-7,20764.88867,9.63E+17,197.8001463,0,0,2.112639826,0.79498948,4.83E-08,149.9422762
-7,-6,20764.88867,3.00904E+14,140.13619,0,0,0.428571764,1.142857014,5.48E-14,149.9422762
-6,-5,20764.88867,7.50E+17,120.6175149,0,0,0.925624661,0.854189274,7.42E-09,149.9422762
-5,-4,20764.88867,5.57608E+11,123.5520068,0,0,0.813646914,0.69673456,0.102073629,149.9422762
-4,-3,20764.88867,2.67269E+11,114.0990775,0,0,0.600000066,1.199999967,7.28E-10,149.9422762
-3,-2,20764.88867,7.94E+17,127.6506901,0,0,0.637854153,0.886531706,6.85E-02,149.9422762
-2,-1,20764.88867,2.09927E+16,195.578739,0,0,0.719682929,0.853123063,0.279284477,149.9422762
-1,0,20764.88867,3.14769E+15,119.1708654,0,0,0.680862246,1.194427849,1.83E-03,149.9422762
0,1,20764.88867,3.79627E+13,60.38052732,0,0,0.379981765,1.959782848,3.22E-03,149.9422762
1,2,20764.88867,1.38016E+13,98.91457783,0,0,0.837877366,1.046003044,3.92E-03,149.9422762
2,3,20764.88867,2.40826E+13,99.80766855,0,0,1.712733881,1.047757416,7.55E-04,149.9422762
3,4,20764.88867,40920221.87,119.1526,0,0,1.472130522,1.303623006,6.50E-03,149.9422762
4,5,20764.88867,4.85103E+14,132.4267401,0,0,1.322412223,1.032038228,0.129068109,149.9422762
5,6,20764.88867,89878100.92,119.1065206,0,0,1.333504064,1.665945307,0.333191869,149.9422762
6,7,20764.88867,1999314.3,210.0243969,0,0,2.999488401,0.666920519,0.666419258,149.9422762
7,8,20764.88867,5012640.263,374.3357388,0,0,3.182761224,0.802873282,0.794253736,149.9422762
8,9,20764.88867,29681.56133,133.4614671,0,0,1.26925861,0.997397357,7.79E-03,149.9422762
9,10,20764.88867,619943.9064,198.286943,0,0,1.6,0.971050546,7.63E-02,149.9422762
-10,-9,21065.81445,0,0,0,0,0,0,0,149.9422762
-9,-8,21065.81445,8.99969E+15,147.0641257,0,0,1.499995629,0.750028415,0,149.9422762
-8,-7,21065.81445,9.63E+17,197.799403,0,0,2.112312845,0.795232676,4.71E-08,149.9422762
-7,-6,21065.81445,3.00905E+14,140.13619,0,0,0.428571765,1.142857014,5.50E-14,149.9422762
-6,-5,21065.81445,7.50E+17,120.6214559,0,0,0.92546566,0.854148248,7.40E-09,149.9422762
-5,-4,21065.81445,5.55731E+11,123.6866271,0,0,0.818827447,0.69549574,0.102861975,149.9422762
-4,-3,21065.81445,2.6727E+11,114.0990775,0,0,0.600000066,1.199999967,7.28E-10,149.9422762
-3,-2,21065.81445,7.89E+17,127.7899989,0,0,0.646714193,0.887269044,7.02E-02,149.9422762
-2,-1,21065.81445,2.11114E+16,195.5646388,0,0,0.719712828,0.853099735,0.279249128,149.9422762
-1,0,21065.81445,3.12883E+15,119.1629966,0,0,0.680689224,1.194472013,1.87E-03,149.9422762
0,1,21065.81445,3.79466E+13,60.39101243,0,0,0.380188137,1.959550685,3.21E-03,149.9422762
1,2,21065.81445,1.38201E+13,98.91630804,0,0,0.8380701,1.046064664,3.93E-03,149.9422762
2,3,21065.81445,2.42512E+13,99.87401529,0,0,1.710717761,1.04809279,7.53E-04,149.9422762
3,4,21065.81445,40967445.59,119.1384158,0,0,1.471161954,1.303511004,6.51E-03,149.9422762
4,5,21065.81445,4.85854E+14,132.5300484,0,0,1.322093142,1.032132642,0.129312381,149.9422762
5,6,21065.81445,61210565.06,119.1068901,0,0,1.333506094,1.665936175,0.333190022,149.9422762
6,7,21065.81445,1999316.277,210.0245033,0,0,2.999489162,0.666920103,0.666419803,149.9422762
7,8,21065.81445,5012443.4,374.3618411,0,0,3.183015881,0.802830835,0.794338622,149.9422762
8,9,21065.81445,29674.08304,133.4972783,0,0,1.269819766,0.997352534,8.02E-03,149.9422762
9,10,21065.81445,620456.6344,198.2812892,0,0,1.6,0.971359418,7.62E-02,149.9422762
-10,-9,21366.74023,0,0,0,0,0,0,0,149.9422762
-9,-8,21366.74023,8.9997E+15,147.064105,0,0,1.499995693,0.750027994,0,149.9422762
-8,-7,21366.74023,9.64E+17,197.7994321,0,0,2.111942476,0.795491809,4.59E-08,149.9422762
-7,-6,21366.74023,3.00906E+14,140.13619,0,0,0.428571765,1.142857013,5.52E-14,149.9422762
-6,-5,21366.74023,7.50E+17,120.6253509,0,0,0.925308467,0.85410764,7.36E-09,149.9422762
-5,-4,21366.74023,5.539E+11,123.8179246,0,0,0.823880114,0.694287497,0.103630863,149.9422762
-4,-3,21366.74023,2.67313E+11,114.0990775,0,0,0.600000066,1.199999967,7.27E-10,149.9422762
-3,-2,21366.74023,7.84E+17,127.9286733,0,0,0.655533927,0.888003036,7.19E-02,149.9422762
-2,-1,21366.74023,2.12306E+16,195.5503975,0,0,0.719742656,0.853076279,0.279213452,149.9422762
-1,0,21366.74023,3.10933E+15,119.1538021,0,0,0.680505386,1.194526408,1.92E-03,149.9422762
0,1,21366.74023,3.96846E+13,58.43303627,0,0,0.340506117,1.993800024,4.87E-04,149.9422762
1,2,21366.74023,1.3838E+13,98.91775621,0,0,0.838251844,1.046124457,3.95E-03,149.9422762
2,3,21366.74023,2.44147E+13,99.9386169,0,0,1.708760878,1.048422533,7.53E-04,149.9422762
3,4,21366.74023,41012766.47,119.1243445,0,0,1.470206725,1.303400867,6.52E-03,149.9422762
4,5,21366.74023,4.86588E+14,132.6311013,0,0,1.321781035,1.032224927,0.129551292,149.9422762
5,6,21366.74023,61169025.63,119.1059447,0,0,1.333500716,1.665958461,0.333194352,149.9422762
6,7,21366.74023,1999318.365,210.0246149,0,0,2.999490006,0.666919646,0.666420389,149.9422762
7,8,21366.74023,5012249.414,374.3875082,0,0,3.183266295,0.802789095,0.794422093,149.9422762
8,9,21366.74023,29667.02167,133.5311756,0,0,1.270352478,0.997310635,8.24E-03,149.9422762
9,10,21366.74023,619842.509,198.2880612,0,0,1.6,0.970989463,7.63E-02,149.9422762
-10,-9,21667.66602,0,0,0,0,0,0,0,149.9422762
-9,-8,21667.66602,8.9997E+15,147.0640843,0,0,1.499995758,0.750027576,0,149.9422762
-8,-7,21667.66602,9.64E+17,197.8002434,0,0,2.111527769,0.795767363,4.48E-08,149.9422762
-7,-6,21667.66602,3.00908E+14,140.13619,0,0,0.428571766,1.142857013,5.53E-14,149.9422762
-6,-5,21667.66602,7.50E+17,120.6291989,0,0,0.92515308,0.85406743,7.34E-09,149.9422762
-5,-4,21667.66602,5.52114E+11,123.9459829,0,0,0.828808132,0.69310906,0.104380781,149.9422762
-4,-3,21667.66602,2.674E+11,114.0990775,0,0,0.600000066,1.199999967,7.26E-10,149.9422762
-3,-2,21667.66602,7.79E+17,128.0666395,0,0,0.664308685,0.888733298,7.36E-02,149.9422762
-2,-1,21667.66602,2.13507E+16,195.5359877,0,0,0.719772481,0.853052651,0.279177378,149.9422762
-1,0,21667.66602,3.08928E+15,119.143371,0,0,0.680311807,1.194590574,1.96E-03,149.9422762
0,1,21667.66602,3.96821E+13,58.43485628,0,0,0.340541566,1.993762074,4.86E-04,149.9422762
1,2,21667.66602,1.38555E+13,98.91891403,0,0,0.838422639,1.046182517,3.96E-03,149.9422762
2,3,21667.66602,2.45733E+13,100.0013773,0,0,1.706861389,1.048744103,7.53E-04,149.9422762
3,4,21667.66602,41056228.45,119.1103866,0,0,1.469264711,1.303292572,6.52E-03,149.9422762
4,5,21667.66602,4.87306E+14,132.7299422,0,0,1.321475765,1.032315156,0.129784957,149.9422762
5,6,21667.66602,61085729.68,119.1039317,0,0,1.333489325,1.666006308,0.333203716,149.9422762
6,7,21667.66602,1999320.562,210.0247315,0,0,2.999490933,0.666919148,0.666421014,149.9422762
7,8,21667.66602,5012058.005,374.4127788,0,0,3.183512839,0.802748,0.794504275,149.9422762
8,9,21667.66602,29659.66549,133.5663001,0,0,1.270900962,0.997266019,8.46E-03,149.9422762
9,10,21667.66602,620780.7255,198.2777154,0,0,1.6,0.971554654,7.61E-02,149.9422762
-10,-9,21968.5918,0,0,0,0,0,0,0,149.9422762
-9,-8,21968.5918,8.99971E+15,147.0640639,0,0,1.499995821,0.75002716,0,149.9422762
-8,-7,21968.5918,9.64E+17,197.8018476,0,0,2.111067748,0.796059825,4.37E-08,149.9422762
-7,-6,21968.5918,3.00909E+14,140.13619,0,0,0.428571766,1.142857013,5.55E-14,149.9422762
-6,-5,21968.5918,7.50E+17,120.6330011,0,0,0.924999492,0.854027637,7.30E-09,149.9422762
-5,-4,21968.5918,5.50373E+11,124.0708877,0,0,0.833614797,0.691959642,0.105112232,149.9422762
-4,-3,21968.5918,2.67531E+11,114.0990775,0,0,0.600000066,1.199999967,7.26E-10,149.9422762
-3,-2,21968.5918,7.74E+17,128.2038219,0,0,0.673033662,0.88945943,7.53E-02,149.9422762
-2,-1,21968.5918,2.14719E+16,195.5213836,0,0,0.719802362,0.853028806,0.279140841,149.9422762
-1,0,21968.5918,3.06873E+15,119.1317866,0,0,0.680109483,1.194664069,2.01E-03,149.9422762
0,1,21968.5918,3.96796E+13,58.43671962,0,0,0.340577655,1.99372399,4.85E-04,149.9422762
1,2,21968.5918,1.38724E+13,98.91977397,0,0,0.838582522,1.046238926,3.97E-03,149.9422762
2,3,21968.5918,2.47273E+13,100.0622771,0,0,1.705017484,1.049056374,7.54E-04,149.9422762
3,4,21968.5918,41097888.13,119.0965443,0,0,1.468335824,1.303186096,6.53E-03,149.9422762
4,5,21968.5918,4.88009E+14,132.8266237,0,0,1.321177166,1.032403394,0.13001351,149.9422762
5,6,21968.5918,61016952.44,119.1022834,0,0,1.33347997,1.666045662,0.333211428,149.9422762
6,7,21968.5918,1999322.869,210.0248532,0,0,2.999491942,0.666918609,0.666421679,149.9422762
7,8,21968.5918,5011868.89,374.4376877,0,0,3.183755853,0.802707496,0.794585279,149.9422762
8,9,21968.5918,29580.86693,133.5256415,0,0,1.271586544,0.99896316,8.65E-03,149.9422762
9,10,21968.5918,619994.3178,198.2863872,0,0,1.6,0.971080914,7.63E-02,149.9422762
-10,-9,22269.51758,0,0,0,0,0,0,0,149.9422762
-9,-8,22269.51758,8.99971E+15,147.0640436,0,0,1.499995885,0.750026748,0,149.9422762
-8,-7,22269.51758,9.64E+17,197.8042553,0,0,2.110561408,0.796369699,4.26E-08,149.9422762
-7,-6,22269.51758,3.00911E+14,140.1361899,0,0,0.428571767,1.142857013,5.57E-14,149.9422762
-6,-5,22269.51758,7.50E+17,120.6367573,0,0,0.924847695,0.853988261,7.27E-09,149.9422762
-5,-4,22269.51758,5.48674E+11,124.1927238,0,0,0.838303377,0.690838461,0.105825712,149.9422762
-4,-3,22269.51758,2.67707E+11,114.0990776,0,0,0.600000066,1.199999967,7.25E-10,149.9422762
-3,-2,22269.51758,7.69E+17,128.3401501,0,0,0.68170437,0.890181058,7.70E-02,149.9422762
-2,-1,22269.51758,2.15943E+16,195.50656,0,0,0.71983236,0.853004702,0.279103778,149.9422762
-1,0,22269.51758,3.04772E+15,119.1191268,0,0,0.679899358,1.194746493,2.05E-03,149.9422762
0,1,22269.51758,3.96771E+13,58.43862361,0,0,0.340614338,1.993685798,4.84E-04,149.9422762
1,2,22269.51758,1.38888E+13,98.92032931,0,0,0.838731544,1.046293769,3.98E-03,149.9422762
2,3,22269.51758,2.48768E+13,100.1213774,0,0,1.703227309,1.049359659,7.54E-04,149.9422762
3,4,22269.51758,41137793.56,119.0828203,0,0,1.467420049,1.303081425,6.54E-03,149.9422762
4,5,22269.51758,4.88696E+14,132.921184,0,0,1.320885115,1.032489717,0.130237057,149.9422762
5,6,22269.51758,60959477.09,119.10092,0,0,1.333472202,1.6660784,0.333217856,149.9422762
6,7,22269.51758,1999325.282,210.0249797,0,0,2.999493032,0.66691803,0.666422383,149.9422762
7,8,22269.51758,5011681.883,374.4622672,0,0,3.183995653,0.802667526,0.794665213,149.9422762
8,9,22269.51758,29579.24739,133.5509967,0,0,1.271950534,0.99887267,8.80E-03,149.9422762
9,10,22269.51758,619949.9707,198.2868762,0,0,1.6,0.971054199,7.63E-02,149.9422762
-10,-9,22570.44531,0,0,0,0,0,0,0,149.9422762
-9,-8,22570.44531,8.99972E+15,147.0640234,0,0,1.499995948,0.75002634,0,149.9422762
-8,-7,22570.44531,9.64E+17,197.8074777,0,0,2.110007712,0.7966975,4.15E-08,149.9422762
-7,-6,22570.44531,3.00913E+14,140.1361899,0,0,0.428571768,1.142857012,5.59E-14,149.9422762
-6,-5,22570.44531,7.51E+17,120.6404667,0,0,0.924697712,0.853949291,7.23E-09,149.9422762
-5,-4,22570.44531,5.47017E+11,124.3115747,0,0,0.842877082,0.689744749,0.106521711,149.9422762
-4,-3,22570.44531,2.67929E+11,114.0990776,0,0,0.600000066,1.199999967,7.24E-10,149.9422762
-3,-2,22570.44531,7.64E+17,128.4755565,0,0,0.690316521,0.890897824,7.87E-02,149.9422762
-2,-1,22570.44531,2.17182E+16,195.491493,0,0,0.719862529,0.8529803,0.279066127,149.9422762
-1,0,22570.44531,3.02631E+15,119.1054626,0,0,0.679682284,1.194837468,2.09E-03,149.9422762
0,1,22570.44531,3.96746E+13,58.44056584,0,0,0.340651578,1.993647521,4.84E-04,149.9422762
1,2,22570.44531,1.39048E+13,98.92057409,0,0,0.838869761,1.04634712,3.99E-03,149.9422762
2,3,22570.44531,2.50218E+13,100.1787378,0,0,1.701489058,1.049654257,7.54E-04,149.9422762
3,4,22570.44531,41176006.51,119.0692166,0,0,1.466517279,1.302978534,6.54E-03,149.9422762
4,5,22570.44531,4.89368E+14,133.0136721,0,0,1.320599459,1.032574178,0.130455717,149.9422762
5,6,22570.44531,60910713.73,119.099777,0,0,1.33346566,1.666106037,0.333223294,149.9422762
6,7,22570.44531,1999327.802,210.0251111,0,0,2.999494202,0.666917411,0.666423125,149.9422762
7,8,22570.44531,5011496.776,374.4865449,0,0,3.184232511,0.802628046,0.794744165,149.9422762
8,9,22570.44531,29640.85482,133.6574228,0,0,1.272348406,0.997158652,9.05E-03,149.9422762
9,10,22570.44531,622882.2234,198.2545421,0,0,1.6,0.972820616,7.57E-02,149.9422762
-10,-9,22871.37109,0,0,0,0,0,0,0,149.9411532
-9,-8,22871.37109,8.98936E+15,147.1114427,0,0,1.499847956,0.750988285,0,149.9411532
-8,-7,22871.37109,1.00E+18,207.1146249,0,0,1.333333333,1.166666667,6.89E-25,149.9411532
-7,-6,22871.37109,3.00144E+14,140.136387,0,15.06667947,0.428572845,1.142857463,3.41E-07,149.9411532
-6,-5,22871.37109,1.38909E+16,124.0705337,0,0,0.297253355,1.137580246,7.38E-07,149.9411532
-5,-4,22871.37109,8.00028E+11,106.1214538,0,5.607098773,0.142857282,0.857142848,2.11E-08,149.9411532
-4,-3,22871.37109,3.01798E+12,114.0994769,0,0.800244509,0.600000964,1.199999507,6.77E-11,149.9411532
-3,-2,22871.37109,9.01E+17,120.4850292,0,0,0.27036354,0.872796229,5.43E-05,149.9411532
-2,-1,22871.37109,3.91318E+16,150.8737707,0,0,0.563907341,0.85989762,0.184617028,149.9411532
-1,0,22871.37109,3.09539E+13,110.3635246,0,0,0.853683468,1.412222967,6.79E-07,149.9411532
0,1,22871.37109,3.79628E+11,88.01168401,0,0,0.998699271,1.334650712,1.09E-05,149.9411532
1,2,22871.37109,6.77856E+11,100.1327494,0,0,0.752033995,1.002255392,3.35E-04,149.9411532
2,3,22871.37109,8.44197E+13,149.5520452,0,9.86E-02,0.988452624,1.199835631,6.28E-02,149.9411532
3,4,22871.37109,75729649.41,101.5509898,0,10.29407988,0.401793538,1.187457514,8.96E-03,149.9411532
4,5,22871.37109,9.24579E+14,168.0939938,0,0,1.220484895,1.002115274,0.187032333,149.9411532
5,6,22871.37109,199000886.3,163.0281071,0,0,1.198972031,1.401027409,7.03E-06,149.9411532
6,7,22871.37109,4.52863E+13,175.4259972,0,0,2.196673756,0.935657731,0.362283991,149.9411532
7,8,22871.37109,4421777.272,363.0681071,0,0,3.01814789,0.870549307,0.736673437,149.9411532
8,9,22871.37109,3269.223555,108.3930494,0,0,1.338152993,1.619529024,4.00E-03,149.9411532
9,10,22871.37109,702876.8217,197.3724386,0,0,1.6,1.021010134,5.97E-02,149.9411532
-10,-9,23172.29688,0,0,0,0,0,0,0,149.9394084
-9,-8,23172.29688,6.73532E+15,157.4290855,0,0,1.467647485,0.960291347,0,149.9394084
-8,-7,23172.29688,5.43E+17,186.9390123,0,0,1.272208171,1.2736357,1.77E-25,149.9394084
-7,-6,23172.29688,3.00224E+14,140.1367889,0,15.17961005,0.428575787,1.142858181,1.07E-06,149.9394084
-6,-5,23172.29688,1.34921E+16,124.0696823,0,0,0.296980373,1.137733854,1.73E-06,149.9394084
-5,-4,23172.29688,8.00075E+11,106.1214518,0,6.392112089,0.142857205,0.857142857,9.33E-09,149.9394084
-4,-3,23172.29688,1.38926E+12,114.0992404,0,1.699368443,0.600000426,1.19999978,1.05E-10,149.9394084
-3,-2,23172.29688,9.44E+17,121.1988407,0,0.109278224,0.277538558,0.866096593,1.40E-04,149.9394084
-2,-1,23172.29688,7.58473E+16,154.6313951,0,0,0.594787571,0.841453926,0.189103426,149.9394084
-1,0,23172.29688,3.63453E+13,105.2046163,0,0,0.805796181,1.493757136,4.17E-06,149.9394084
0,1,23172.29688,3.13785E+11,88.08044076,0,0,0.999820631,1.333542656,2.24E-05,149.9394084
1,2,23172.29688,1.46297E+12,100.039885,0,0,0.755221289,1.004867666,4.29E-04,149.9394084
2,3,23172.29688,9.16633E+13,140.6049507,0,0.210555188,0.901848611,1.199809459,3.40E-02,149.9394084
3,4,23172.29688,204240868.7,103.4427393,0,12.2420062,0.402776178,1.180581948,1.39E-02,149.9394084
4,5,23172.29688,8.40397E+14,160.2050235,0,0,1.243586959,1.004220032,0.172303147,149.9394084
5,6,23172.29688,197250919.1,162.8947185,0,0,1.197166526,1.402738611,3.28E-06,149.9394084
6,7,23172.29688,7.32063E+13,155.4936974,0,0,1.641974996,1.127893001,0.161506119,149.9394084
7,8,23172.29688,4891911.532,372.1824811,0,0,3.15112647,0.815983737,0.783180037,149.9394084
8,9,23172.29688,19397.23584,204.3895139,0,0,1.730630867,0.769353707,0.173327417,149.9394084
